timestamp,candidates,sources,horizon,level,knownWinners,unknownCandidates,possibleWinners
2024-09-17T11:30:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,5,5
2024-09-17T13:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,1,0,2,2
2024-09-17T13:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,2,0,2,2
2024-09-17T13:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,3,0,2,2
2024-09-17T13:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,5,0,2,2
2024-09-17T13:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,2,1,3
2024-09-17T13:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,1,2,3
2024-09-17T13:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,1,2,3
2024-09-17T13:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,2,2
2024-09-17T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,1,0,0,0
2024-09-17T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,2,0,0,0
2024-09-17T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,3,0,0,0
2024-09-17T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,5,0,0,0
2024-09-17T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,1,0,0,0
2024-09-17T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,2,0,0,0
2024-09-17T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,3,0,0,0
2024-09-17T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,5,0,0,0
2024-09-17T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,1,2,1,3
2024-09-17T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,2,1,1,2
2024-09-17T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,3,1,1,2
2024-09-17T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,5,0,1,1
2024-09-17T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,3,0,3
2024-09-17T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,3,0,3
2024-09-17T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,3,0,3
2024-09-17T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,1,1
2024-09-17T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,1,1,0,1
2024-09-17T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,2,1,0,1
2024-09-17T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,3,1,0,1
2024-09-17T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,5,0,0,0
2024-09-17T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,1,1,0,1
2024-09-17T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,2,1,0,1
2024-09-17T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,3,1,0,1
2024-09-17T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,5,1,0,1
2024-09-17T14:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,1,0,2,2
2024-09-17T14:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,2,0,2,2
2024-09-17T14:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,3,0,2,2
2024-09-17T14:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,5,0,2,2
2024-09-17T14:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,0,2,2
2024-09-17T14:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,0,2,2
2024-09-17T14:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,0,2,2
2024-09-17T14:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,2,2
2024-09-17T14:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,1,0,1,1
2024-09-17T14:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,2,0,1,1
2024-09-17T14:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,3,0,1,1
2024-09-17T14:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,5,0,1,1
2024-09-17T14:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,1,0,1,1
2024-09-17T14:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,2,0,1,1
2024-09-17T14:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,3,0,1,1
2024-09-17T14:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,5,0,1,1
2024-09-17T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,1,1,3,4
2024-09-17T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,2,1,3,4
2024-09-17T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,3,0,3,3
2024-09-17T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,5,0,3,3
2024-09-17T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,1,3,4
2024-09-17T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,1,3,4
2024-09-17T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,0,3,3
2024-09-17T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,3,3
2024-09-17T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,1,1,0,1
2024-09-17T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,2,1,0,1
2024-09-17T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,3,1,0,1
2024-09-17T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,5,1,0,1
2024-09-17T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,1,1,0,1
2024-09-17T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,2,1,0,1
2024-09-17T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,3,1,0,1
2024-09-17T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,5,1,0,1
2024-09-17T15:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,1,0,4,4
2024-09-17T15:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,2,0,4,4
2024-09-17T15:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,3,0,4,4
2024-09-17T15:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,5,0,4,4
2024-09-17T15:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,0,4,4
2024-09-17T15:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,0,4,4
2024-09-17T15:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,0,4,4
2024-09-17T15:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,4,4
2024-09-18T09:30:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,30,1,3,0,3
2024-09-18T09:30:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,30,2,1,0,1
2024-09-18T09:30:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,30,3,1,0,1
2024-09-18T09:30:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,30,5,1,0,1
2024-09-18T09:30:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,5,0,5
2024-09-18T09:30:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,3,1,4
2024-09-18T09:30:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,1,3,4
2024-09-18T09:30:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,1,3,4
2024-09-18T09:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,1,0,0,0
2024-09-18T09:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,2,0,0,0
2024-09-18T09:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,3,0,0,0
2024-09-18T09:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,5,0,0,0
2024-09-18T09:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,1,0,0,0
2024-09-18T09:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,2,0,0,0
2024-09-18T09:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,3,0,0,0
2024-09-18T09:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,5,0,0,0
2024-09-18T10:00:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,30,1,1,2,3
2024-09-18T10:00:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,30,2,1,2,3
2024-09-18T10:00:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,30,3,1,2,3
2024-09-18T10:00:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,30,5,0,3,3
2024-09-18T10:00:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,3,1,4
2024-09-18T10:00:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,2,2,4
2024-09-18T10:00:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,2,2,4
2024-09-18T10:00:00+09:00,5,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,2,2,4
2024-09-18T10:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,30,1,0,1,1
2024-09-18T10:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,30,2,0,1,1
2024-09-18T10:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,30,3,0,1,1
2024-09-18T10:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,30,5,0,1,1
2024-09-18T10:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,SESSION,1,1,0,1
2024-09-18T10:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,SESSION,2,1,0,1
2024-09-18T10:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,SESSION,3,0,1,1
2024-09-18T10:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,SESSION,5,0,1,1
2024-09-18T10:30:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,1,0,0,0
2024-09-18T10:30:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,2,0,0,0
2024-09-18T10:30:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,3,0,0,0
2024-09-18T10:30:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,5,0,0,0
2024-09-18T10:30:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,1,0,1
2024-09-18T10:30:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,0,0,0
2024-09-18T10:30:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,0,0,0
2024-09-18T10:30:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,0,0
2024-09-18T10:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,1,0,0,0
2024-09-18T10:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,2,0,0,0
2024-09-18T10:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,3,0,0,0
2024-09-18T10:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,5,0,0,0
2024-09-18T10:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,1,0,0,0
2024-09-18T10:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,2,0,0,0
2024-09-18T10:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,3,0,0,0
2024-09-18T10:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,5,0,0,0
2024-09-18T11:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,1,2,1,3
2024-09-18T11:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,2,1,2,3
2024-09-18T11:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,3,1,2,3
2024-09-18T11:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,5,0,2,2
2024-09-18T11:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,2,2,4
2024-09-18T11:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,2,2,4
2024-09-18T11:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,2,2,4
2024-09-18T11:00:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,1,2,3
2024-09-18T11:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,30,1,2,0,2
2024-09-18T11:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,30,2,0,2,2
2024-09-18T11:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,30,3,0,2,2
2024-09-18T11:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,30,5,0,2,2
2024-09-18T11:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,SESSION,1,2,0,2
2024-09-18T11:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,SESSION,2,1,1,2
2024-09-18T11:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,SESSION,3,1,1,2
2024-09-18T11:05:00+09:00,2,DIP_REPRICE_OPPORTUNITY,SESSION,5,1,1,2
2024-09-18T11:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,1,0,3,3
2024-09-18T11:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,2,0,3,3
2024-09-18T11:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,3,0,3,3
2024-09-18T11:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,5,0,3,3
2024-09-18T11:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,0,3,3
2024-09-18T11:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,0,3,3
2024-09-18T11:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,0,3,3
2024-09-18T11:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,3,3
2024-09-18T13:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,1,0,1,1
2024-09-18T13:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,2,0,1,1
2024-09-18T13:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,3,0,1,1
2024-09-18T13:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,5,0,1,1
2024-09-18T13:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,1,1,2
2024-09-18T13:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,0,1,1
2024-09-18T13:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,0,1,1
2024-09-18T13:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,1,1
2024-09-18T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,1,1,0,1
2024-09-18T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,2,0,0,0
2024-09-18T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,3,0,0,0
2024-09-18T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,5,0,0,0
2024-09-18T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,1,1,0,1
2024-09-18T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,2,0,0,0
2024-09-18T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,3,0,0,0
2024-09-18T13:05:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,5,0,0,0
2024-09-18T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,1,0,1,1
2024-09-18T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,2,0,1,1
2024-09-18T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,3,0,1,1
2024-09-18T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,30,5,0,1,1
2024-09-18T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,0,1,1
2024-09-18T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,0,1,1
2024-09-18T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,0,1,1
2024-09-18T13:30:00+09:00,3,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,1,1
2024-09-18T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,1,0,0,0
2024-09-18T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,2,0,0,0
2024-09-18T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,3,0,0,0
2024-09-18T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,5,0,0,0
2024-09-18T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,1,0,0,0
2024-09-18T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,2,0,0,0
2024-09-18T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,3,0,0,0
2024-09-18T13:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,5,0,0,0
2024-09-18T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,1,3,1,4
2024-09-18T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,2,2,1,3
2024-09-18T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,3,1,2,3
2024-09-18T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,30,5,0,2,2
2024-09-18T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,3,1,4
2024-09-18T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,2,2,1,3
2024-09-18T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,3,1,2,3
2024-09-18T14:30:00+09:00,4,INITIAL_ENTRY_OPPORTUNITY,SESSION,5,0,2,2
2024-09-18T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,1,1,0,1
2024-09-18T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,2,0,1,1
2024-09-18T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,3,0,1,1
2024-09-18T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,30,5,0,1,1
2024-09-18T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,1,1,0,1
2024-09-18T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,2,0,0,0
2024-09-18T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,3,0,0,0
2024-09-18T14:35:00+09:00,1,DIP_REPRICE_OPPORTUNITY,SESSION,5,0,0,0
2024-09-18T15:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,1,0,2,2
2024-09-18T15:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,2,0,2,2
2024-09-18T15:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,3,0,2,2
2024-09-18T15:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,30,5,0,2,2
2024-09-18T15:00:00+09:00,2,INITIAL_ENTRY_OPPORTUNITY,SESSION,1,0,2,2
