unit,input,group,coefficient,scale,center,savedMedian,rawUnitSlope,direction,observed,missing,term_n,term_mean,term_median,term_p05,term_p90,term_p95,term_min,term_max
chrono-1,directionalPullback6Pct,ENTER,-0.1965947176571957,2.4272485909753185,-5.434336673311666,-4.918032786885251,-0.0809948838319028,DECREASES,60,73,133,-0.04547776727451564,-0.04181797330306739,-0.2387921462665289,0.037121688004724165,0.16847776344579207,-0.4401534675583275,0.36755174516978945
chrono-1,directionalPullback6Pct,RISK_REJECT,-0.1965947176571957,2.4272485909753185,-5.434336673311666,-4.918032786885251,-0.0809948838319028,DECREASES,7,0,7,0.6268846192120726,0.5722825803404575,0.49671458713994315,0.7788690577703904,0.8462602824619914,0.4643283043397227,0.9136515071535929
chrono-1,directionalPullback6Pct,STATE_ALREADY_ENTERED,-0.1965947176571957,2.4272485909753185,-5.434336673311666,-4.918032786885251,-0.0809948838319028,DECREASES,34,26,60,-0.0961705972118576,-0.04181797330306739,-0.2963693104183259,-0.027690095624628198,0.01585281687636299,-0.36074671870352115,0.3653205153003741
chrono-1,directionalPullback6Pct,INPUT_UNSCORABLE,-0.1965947176571957,2.4272485909753185,-5.434336673311666,-4.918032786885251,-0.0809948838319028,DECREASES,0,0,0,,,,,,,
chrono-1,directionalPullback6Pct,FALSE_REJECT_HIGH_OPPORTUNITY,-0.1965947176571957,2.4272485909753185,-5.434336673311666,-4.918032786885251,-0.0809948838319028,DECREASES,2,0,2,0.7429670437470253,0.7429670437470253,0.5893510266811143,0.8795146144722794,0.896583060812936,0.5722825803404575,0.9136515071535929
chrono-1,directionalPullback6Pct,FALSE_ACCEPT_RISK,-0.1965947176571957,2.4272485909753185,-5.434336673311666,-4.918032786885251,-0.0809948838319028,DECREASES,11,3,14,0.04659655123650452,-0.012661863931268382,-0.1349583021350818,0.26367458235137636,0.30098355311003056,-0.16192676737240186,0.32810682761192694
chrono-1,momentum3Missing,ALL,0.02267253834996278,1.0,0.0,,0.02267253834996278,INCREASES,200,0,200,0.009182378031734925,0.0,0.0,0.02267253834996278,0.02267253834996278,0.0,0.02267253834996278
chrono-1,momentum3Missing,ENTER,0.02267253834996278,1.0,0.0,,0.02267253834996278,INCREASES,133,0,133,0.010228212789456893,0.0,0.0,0.02267253834996278,0.02267253834996278,0.0,0.02267253834996278
chrono-1,momentum3Missing,RISK_REJECT,0.02267253834996278,1.0,0.0,,0.02267253834996278,INCREASES,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-1,momentum3Missing,STATE_ALREADY_ENTERED,0.02267253834996278,1.0,0.0,,0.02267253834996278,INCREASES,60,0,60,0.007935388422486972,0.0,0.0,0.02267253834996278,0.02267253834996278,0.0,0.02267253834996278
chrono-1,momentum3Missing,INPUT_UNSCORABLE,0.02267253834996278,1.0,0.0,,0.02267253834996278,INCREASES,0,0,0,,,,,,,
chrono-1,momentum3Missing,FALSE_REJECT_HIGH_OPPORTUNITY,0.02267253834996278,1.0,0.0,,0.02267253834996278,INCREASES,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-1,momentum3Missing,FALSE_ACCEPT_RISK,0.02267253834996278,1.0,0.0,,0.02267253834996278,INCREASES,14,0,14,0.0016194670249973415,0.0,0.0,0.0,0.007935388422486965,0.0,0.02267253834996278
chrono-1,pullback6Missing,ALL,0.02274992335715193,1.0,0.0,,0.02274992335715193,INCREASES,200,0,200,0.011261212061790206,0.0,0.0,0.02274992335715193,0.02274992335715193,0.0,0.02274992335715193
chrono-1,pullback6Missing,ENTER,0.02274992335715193,1.0,0.0,,0.02274992335715193,INCREASES,133,0,133,0.012486800038136023,0.02274992335715193,0.0,0.02274992335715193,0.02274992335715193,0.0,0.02274992335715193
chrono-1,pullback6Missing,RISK_REJECT,0.02274992335715193,1.0,0.0,,0.02274992335715193,INCREASES,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-1,pullback6Missing,STATE_ALREADY_ENTERED,0.02274992335715193,1.0,0.0,,0.02274992335715193,INCREASES,60,0,60,0.009858300121432503,0.0,0.0,0.02274992335715193,0.02274992335715193,0.0,0.02274992335715193
chrono-1,pullback6Missing,INPUT_UNSCORABLE,0.02274992335715193,1.0,0.0,,0.02274992335715193,INCREASES,0,0,0,,,,,,,
chrono-1,pullback6Missing,FALSE_REJECT_HIGH_OPPORTUNITY,0.02274992335715193,1.0,0.0,,0.02274992335715193,INCREASES,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-1,pullback6Missing,FALSE_ACCEPT_RISK,0.02274992335715193,1.0,0.0,,0.02274992335715193,INCREASES,14,0,14,0.004874983576532556,0.0,0.0,0.02274992335715193,0.02274992335715193,0.0,0.02274992335715193
chrono-2,frozenSelectorRidgeScore,ALL,0.008464228276997185,20.287569001782852,53.2062524742624,,0.0004172125441078404,INCREASES,400,0,400,-0.00011758692088765683,-0.0030395172619659475,-0.010346061727238363,0.010574295121969616,0.02010396008134351,-0.013964956780491271,0.049290080813753905
chrono-2,frozenSelectorRidgeScore,ENTER,0.008464228276997185,20.287569001782852,53.2062524742624,,0.0004172125441078404,INCREASES,297,0,297,-0.001280758201556647,-0.0036690346476220513,-0.010357909384623293,0.009152524016788446,0.014101424543251865,-0.012963201262326498,0.04835045723787404
chrono-2,frozenSelectorRidgeScore,RISK_REJECT,0.008464228276997185,20.287569001782852,53.2062524742624,,0.0004172125441078404,INCREASES,5,0,5,0.026709242435151975,0.023721067357201562,0.004189357594143007,0.04878749729615049,0.0487974140399763,0.002895573666877304,0.0488073307838021
chrono-2,frozenSelectorRidgeScore,STATE_ALREADY_ENTERED,0.008464228276997185,20.287569001782852,53.2062524742624,,0.0004172125441078404,INCREASES,98,0,98,0.0020388184217500155,-0.0012750032114322686,-0.010194032732420607,0.016440935486972726,0.02366089241861353,-0.013964956780491271,0.049290080813753905
chrono-2,frozenSelectorRidgeScore,INPUT_UNSCORABLE,0.008464228276997185,20.287569001782852,53.2062524742624,,0.0004172125441078404,INCREASES,0,0,0,,,,,,,
chrono-2,frozenSelectorRidgeScore,FALSE_REJECT_HIGH_OPPORTUNITY,0.008464228276997185,20.287569001782852,53.2062524742624,,0.0004172125441078404,INCREASES,2,0,2,0.04878253892423759,0.04878253892423759,0.048760226250629535,0.0488023724118892,0.04880485159784565,0.04875774706467308,0.0488073307838021
chrono-2,frozenSelectorRidgeScore,FALSE_ACCEPT_RISK,0.008464228276997185,20.287569001782852,53.2062524742624,,0.0004172125441078404,INCREASES,34,0,34,0.004356584874586718,0.002011511248038781,-0.007841529255343389,0.01707873300471234,0.019643212919979704,-0.00945955346371321,0.02242346025637157
chrono-2,directionalMomentum3Pct,ALL,-0.11750822517746207,2.066030967098264,-1.8842058874801646,-1.520912547528519,-0.05687631359296715,DECREASES,236,164,400,0.003011459074377444,-0.020662785929326216,-0.1130679855548445,0.1254882755640616,0.2067423251382867,-0.3029366049058298,0.6037872349820526
chrono-2,directionalMomentum3Pct,ENTER,-0.11750822517746207,2.066030967098264,-1.8842058874801646,-1.520912547528519,-0.05687631359296715,DECREASES,162,135,297,-0.009770022365100273,-0.020662785929326216,-0.1172199523509497,0.09306017209372955,0.15382419129743122,-0.3029366049058298,0.34583050297855117
chrono-2,directionalMomentum3Pct,RISK_REJECT,-0.11750822517746207,2.066030967098264,-1.8842058874801646,-1.520912547528519,-0.05687631359296715,DECREASES,5,0,5,0.49787248722172567,0.5685914963725432,0.27660530573242126,0.6037872349820526,0.6037872349820526,0.22327668629670883,0.6037872349820526
chrono-2,directionalMomentum3Pct,STATE_ALREADY_ENTERED,-0.11750822517746207,2.066030967098264,-1.8842058874801646,-1.520912547528519,-0.05687631359296715,DECREASES,69,29,98,0.016499161592623778,-0.020662785929326216,-0.10802325591788273,0.1667548713395407,0.22782676250562894,-0.18561677264447443,0.6037872349820526
chrono-2,directionalMomentum3Pct,INPUT_UNSCORABLE,-0.11750822517746207,2.066030967098264,-1.8842058874801646,-1.520912547528519,-0.05687631359296715,DECREASES,0,0,0,,,,,,,
chrono-2,directionalMomentum3Pct,FALSE_REJECT_HIGH_OPPORTUNITY,-0.11750822517746207,2.066030967098264,-1.8842058874801646,-1.520912547528519,-0.05687631359296715,DECREASES,2,0,2,0.6037872349820526,0.6037872349820526,0.6037872349820524,0.6037872349820526,0.6037872349820526,0.6037872349820526,0.6037872349820526
chrono-2,directionalMomentum3Pct,FALSE_ACCEPT_RISK,-0.11750822517746207,2.066030967098264,-1.8842058874801646,-1.520912547528519,-0.05687631359296715,DECREASES,29,5,34,0.013311051020492041,-0.020662785929326216,-0.13940260826135767,0.20502679018980163,0.23402532944352397,-0.3029366049058298,0.3253145678546827
chrono-2,directionalPullback6Pct,ALL,-0.13004294337279115,2.6392674362477906,-5.42570440804651,-5.005324813631518,-0.04927236307574475,DECREASES,218,182,400,-0.0007513233479606688,-0.020713096005649828,-0.15062689999717552,0.12609633082281732,0.3366910903484889,-0.26733727753493636,0.5615435966364708
chrono-2,directionalPullback6Pct,ENTER,-0.13004294337279115,2.6392674362477906,-5.42570440804651,-5.005324813631518,-0.04927236307574475,DECREASES,145,152,297,-0.003981060923036228,-0.020713096005649828,-0.13491330859444223,0.09988123345645597,0.22178105836331036,-0.26733727753493636,0.48640425393538006
chrono-2,directionalPullback6Pct,RISK_REJECT,-0.13004294337279115,2.6392674362477906,-5.42570440804651,-5.005324813631518,-0.04927236307574475,DECREASES,5,0,5,0.4071780232780418,0.348567260911873,0.34856726091187307,0.5083840527891301,0.5349638247128005,0.348567260911873,0.5615435966364708
chrono-2,directionalPullback6Pct,STATE_ALREADY_ENTERED,-0.13004294337279115,2.6392674362477906,-5.42570440804651,-5.005324813631518,-0.04927236307574475,DECREASES,68,30,98,-0.011775962871762418,-0.020713096005649828,-0.18208813489398495,0.19750989233976243,0.348567260911873,-0.23042914039954698,0.38932142887992854
chrono-2,directionalPullback6Pct,INPUT_UNSCORABLE,-0.13004294337279115,2.6392674362477906,-5.42570440804651,-5.005324813631518,-0.04927236307574475,DECREASES,0,0,0,,,,,,,
chrono-2,directionalPullback6Pct,FALSE_REJECT_HIGH_OPPORTUNITY,-0.13004294337279115,2.6392674362477906,-5.42570440804651,-5.005324813631518,-0.04927236307574475,DECREASES,2,0,2,0.348567260911873,0.348567260911873,0.348567260911873,0.348567260911873,0.348567260911873,0.348567260911873,0.348567260911873
chrono-2,directionalPullback6Pct,FALSE_ACCEPT_RISK,-0.13004294337279115,2.6392674362477906,-5.42570440804651,-5.005324813631518,-0.04927236307574475,DECREASES,28,6,34,0.06343304067641493,0.005482880908491147,-0.11096864291759033,0.31020756885290396,0.3493416137174319,-0.15057812332701034,0.4385504771672224
chrono-2,momentum3Missing,ALL,0.02043229353944653,1.0,0.0,,0.02043229353944653,INCREASES,400,0,400,0.008377240351173078,0.0,0.0,0.02043229353944653,0.02043229353944653,0.0,0.02043229353944653
chrono-2,momentum3Missing,ENTER,0.02043229353944653,1.0,0.0,,0.02043229353944653,INCREASES,297,0,297,0.009287406154293878,0.0,0.0,0.02043229353944653,0.02043229353944653,0.0,0.02043229353944653
chrono-2,momentum3Missing,RISK_REJECT,0.02043229353944653,1.0,0.0,,0.02043229353944653,INCREASES,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-2,momentum3Missing,STATE_ALREADY_ENTERED,0.02043229353944653,1.0,0.0,,0.02043229353944653,INCREASES,98,0,98,0.006046290945346422,0.0,0.0,0.02043229353944653,0.02043229353944653,0.0,0.02043229353944653
chrono-2,momentum3Missing,INPUT_UNSCORABLE,0.02043229353944653,1.0,0.0,,0.02043229353944653,INCREASES,0,0,0,,,,,,,
chrono-2,momentum3Missing,FALSE_REJECT_HIGH_OPPORTUNITY,0.02043229353944653,1.0,0.0,,0.02043229353944653,INCREASES,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-2,momentum3Missing,FALSE_ACCEPT_RISK,0.02043229353944653,1.0,0.0,,0.02043229353944653,INCREASES,34,0,34,0.003004749049918607,0.0,0.0,0.02043229353944653,0.02043229353944653,0.0,0.02043229353944653
chrono-2,pullback6Missing,ALL,0.016596203526238765,1.0,0.0,,0.016596203526238765,INCREASES,400,0,400,0.0075512726044386375,0.0,0.0,0.016596203526238765,0.016596203526238765,0.0,0.016596203526238765
chrono-2,pullback6Missing,ENTER,0.016596203526238765,1.0,0.0,,0.016596203526238765,INCREASES,297,0,297,0.0084936799191525,0.016596203526238765,0.0,0.016596203526238765,0.016596203526238765,0.0,0.016596203526238765
chrono-2,pullback6Missing,RISK_REJECT,0.016596203526238765,1.0,0.0,,0.016596203526238765,INCREASES,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-2,pullback6Missing,STATE_ALREADY_ENTERED,0.016596203526238765,1.0,0.0,,0.016596203526238765,INCREASES,98,0,98,0.005080470467215948,0.0,0.0,0.016596203526238765,0.016596203526238765,0.0,0.016596203526238765
chrono-2,pullback6Missing,INPUT_UNSCORABLE,0.016596203526238765,1.0,0.0,,0.016596203526238765,INCREASES,0,0,0,,,,,,,
chrono-2,pullback6Missing,FALSE_REJECT_HIGH_OPPORTUNITY,0.016596203526238765,1.0,0.0,,0.016596203526238765,INCREASES,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-2,pullback6Missing,FALSE_ACCEPT_RISK,0.016596203526238765,1.0,0.0,,0.016596203526238765,INCREASES,34,0,34,0.0029287417987480173,0.0,0.0,0.016596203526238765,0.016596203526238765,0.0,0.016596203526238765
chrono-3,frozenSelectorRidgeScore,ALL,0.04199401958232791,18.836334647860426,53.268386251102406,,0.0022294156675060936,INCREASES,600,0,600,0.01662183071224365,0.0024850003561168333,-0.04466438155126556,0.08431225665930553,0.1302412306400748,-0.06642712626554526,0.46718765829945996
chrono-3,frozenSelectorRidgeScore,ENTER,0.04199401958232791,18.836334647860426,53.268386251102406,,0.0022294156675060936,INCREASES,446,0,446,0.014453744836760773,0.0009728681451168883,-0.04590621700766812,0.08318390349682772,0.11546436164807923,-0.06642712626554526,0.3028084551847152
chrono-3,frozenSelectorRidgeScore,RISK_REJECT,0.04199401958232791,18.836334647860426,53.268386251102406,,0.0022294156675060936,INCREASES,11,0,11,0.21363602109498842,0.2144266435937439,0.08154617628757553,0.30726722042675786,0.3872274393631089,0.08071590715096874,0.46718765829945996
chrono-3,frozenSelectorRidgeScore,STATE_ALREADY_ENTERED,0.04199401958232791,18.836334647860426,53.268386251102406,,0.0022294156675060936,INCREASES,143,0,143,0.008228895091650439,0.0005608636153615031,-0.04264062659022449,0.056550616690592,0.0825318578892218,-0.0637386541589262,0.20201776835023832
chrono-3,frozenSelectorRidgeScore,INPUT_UNSCORABLE,0.04199401958232791,18.836334647860426,53.268386251102406,,0.0022294156675060936,INCREASES,0,0,0,,,,,,,
chrono-3,frozenSelectorRidgeScore,FALSE_REJECT_HIGH_OPPORTUNITY,0.04199401958232791,18.836334647860426,53.268386251102406,,0.0022294156675060936,INCREASES,4,0,4,0.19663195600848318,0.2003399116952908,0.14264324357289987,0.24504819494001115,0.24542953048253588,0.1400371346182906,0.24581086602506058
chrono-3,frozenSelectorRidgeScore,FALSE_ACCEPT_RISK,0.04199401958232791,18.836334647860426,53.268386251102406,,0.0022294156675060936,INCREASES,80,0,80,0.040924649392465186,0.02334878763636447,-0.029412641636413675,0.1100830886543861,0.1463938334808725,-0.04263196969185254,0.3028084551847152
chrono-3,directionalMomentum3Pct,ALL,-0.09666524003453926,2.03336675740019,-1.8333376747387806,-1.4814814814814836,-0.04753950052676819,DECREASES,407,193,600,0.005768382558905883,-0.01672706768470192,-0.09634789259468873,0.1289326814040488,0.19205478343296548,-0.3441262304716536,0.5070877992306142
chrono-3,directionalMomentum3Pct,ENTER,-0.09666524003453926,2.03336675740019,-1.8333376747387806,-1.4814814814814836,-0.04753950052676819,DECREASES,291,155,446,0.00047495095878206505,-0.01672706768470192,-0.1074344177383379,0.10993017485364942,0.16529002615304922,-0.3441262304716536,0.44106071516565853
chrono-3,directionalMomentum3Pct,RISK_REJECT,-0.09666524003453926,2.03336675740019,-1.8333376747387806,-1.4814814814814836,-0.04753950052676819,DECREASES,11,0,11,0.28276527860106876,0.3159083328265085,0.07895428571469018,0.38823904791369357,0.42480789447274614,0.044898210775923465,0.4613767410317987
chrono-3,directionalMomentum3Pct,STATE_ALREADY_ENTERED,-0.09666524003453926,2.03336675740019,-1.8333376747387806,-1.4814814814814836,-0.04753950052676819,DECREASES,105,38,143,0.0009705128889158929,-0.01672706768470192,-0.08715595735398823,0.1289326814040488,0.17897399090793234,-0.21921012548389937,0.5070877992306142
chrono-3,directionalMomentum3Pct,INPUT_UNSCORABLE,-0.09666524003453926,2.03336675740019,-1.8333376747387806,-1.4814814814814836,-0.04753950052676819,DECREASES,0,0,0,,,,,,,
chrono-3,directionalMomentum3Pct,FALSE_REJECT_HIGH_OPPORTUNITY,-0.09666524003453926,2.03336675740019,-1.8333376747387806,-1.4814814814814836,-0.04753950052676819,DECREASES,4,0,4,0.24208951316515015,0.26761039698549177,0.06295340456005738,0.38275372092983573,0.38549638442176465,0.044898210775923465,0.38823904791369357
chrono-3,directionalMomentum3Pct,FALSE_ACCEPT_RISK,-0.09666524003453926,2.03336675740019,-1.8333376747387806,-1.4814814814814836,-0.04753950052676819,DECREASES,75,5,80,0.004132779780240155,0.005390246300518381,-0.15056827327257102,0.16390851595761016,0.19811294954276154,-0.3441262304716536,0.28980924506091343
chrono-3,directionalPullback6Pct,ALL,-0.10483737793765034,2.596406564645489,-5.520101370346175,-5.0847457627118615,-0.0403778743149052,DECREASES,365,235,600,0.01329938676015628,-0.01757873400734751,-0.1194204528905103,0.15667721791415334,0.22575308860601748,-0.1808296735926811,0.9450650828293058
chrono-3,directionalPullback6Pct,ENTER,-0.10483737793765034,2.596406564645489,-5.520101370346175,-5.0847457627118615,-0.0403778743149052,DECREASES,254,192,446,0.014509726446885163,-0.01757873400734751,-0.09816205503642988,0.14576930520811954,0.19366714244699115,-0.17940609469055294,0.6011482919872221
chrono-3,directionalPullback6Pct,RISK_REJECT,-0.10483737793765034,2.596406564645489,-5.520101370346175,-5.0847457627118615,-0.0403778743149052,DECREASES,11,0,11,0.48971220284934236,0.4015101589343561,0.25534546793657537,0.6927421347924465,0.8189036088108761,0.24300859044999398,0.9450650828293058
chrono-3,directionalPullback6Pct,STATE_ALREADY_ENTERED,-0.10483737793765034,2.596406564645489,-5.520101370346175,-5.0847457627118615,-0.0403778743149052,DECREASES,100,43,143,-0.027122658535383082,-0.01757873400734751,-0.1560658967933247,0.07912442178048532,0.1795862717370038,-0.1808296735926811,0.2818334695989412
chrono-3,directionalPullback6Pct,INPUT_UNSCORABLE,-0.10483737793765034,2.596406564645489,-5.520101370346175,-5.0847457627118615,-0.0403778743149052,DECREASES,0,0,0,,,,,,,
chrono-3,directionalPullback6Pct,FALSE_REJECT_HIGH_OPPORTUNITY,-0.10483737793765034,2.596406564645489,-5.520101370346175,-5.0847457627118615,-0.0403778743149052,DECREASES,4,0,4,0.4743394737409843,0.4893579950613717,0.2813127082292724,0.6417210593902706,0.6463403094041539,0.2676823454231567,0.6509595594180371
chrono-3,directionalPullback6Pct,FALSE_ACCEPT_RISK,-0.10483737793765034,2.596406564645489,-5.520101370346175,-5.0847457627118615,-0.0403778743149052,DECREASES,62,18,80,0.0650331452121956,0.01443075871815657,-0.04441923415765408,0.19562413956036223,0.289996163702939,-0.09538088255346273,0.6011482919872221
chrono-3,momentum3Missing,ALL,0.008574697154167197,1.0,0.0,,0.008574697154167197,INCREASES,600,0,600,0.002758194251257115,0.0,0.0,0.008574697154167197,0.008574697154167197,0.0,0.008574697154167197
chrono-3,momentum3Missing,ENTER,0.008574697154167197,1.0,0.0,,0.008574697154167197,INCREASES,446,0,446,0.00297999564774869,0.0,0.0,0.008574697154167197,0.008574697154167197,0.0,0.008574697154167197
chrono-3,momentum3Missing,RISK_REJECT,0.008574697154167197,1.0,0.0,,0.008574697154167197,INCREASES,11,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-3,momentum3Missing,STATE_ALREADY_ENTERED,0.008574697154167197,1.0,0.0,,0.008574697154167197,INCREASES,143,0,143,0.002278590852156318,0.0,0.0,0.008574697154167197,0.008574697154167197,0.0,0.008574697154167197
chrono-3,momentum3Missing,INPUT_UNSCORABLE,0.008574697154167197,1.0,0.0,,0.008574697154167197,INCREASES,0,0,0,,,,,,,
chrono-3,momentum3Missing,FALSE_REJECT_HIGH_OPPORTUNITY,0.008574697154167197,1.0,0.0,,0.008574697154167197,INCREASES,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-3,momentum3Missing,FALSE_ACCEPT_RISK,0.008574697154167197,1.0,0.0,,0.008574697154167197,INCREASES,80,0,80,0.0005359185721354498,0.0,0.0,0.0,0.008574697154167197,0.0,0.008574697154167197
chrono-3,pullback6Missing,ALL,0.006963454821655255,1.0,0.0,,0.006963454821655255,INCREASES,600,0,600,0.0027273531384816416,0.0,0.0,0.006963454821655255,0.006963454821655255,0.0,0.006963454821655255
chrono-3,pullback6Missing,ENTER,0.006963454821655255,1.0,0.0,,0.006963454821655255,INCREASES,446,0,446,0.002997720461340379,0.0,0.0,0.006963454821655255,0.006963454821655255,0.0,0.006963454821655255
chrono-3,pullback6Missing,RISK_REJECT,0.006963454821655255,1.0,0.0,,0.006963454821655255,INCREASES,11,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-3,pullback6Missing,STATE_ALREADY_ENTERED,0.006963454821655255,1.0,0.0,,0.006963454821655255,INCREASES,143,0,143,0.002093905995322909,0.0,0.0,0.006963454821655255,0.006963454821655255,0.0,0.006963454821655255
chrono-3,pullback6Missing,INPUT_UNSCORABLE,0.006963454821655255,1.0,0.0,,0.006963454821655255,INCREASES,0,0,0,,,,,,,
chrono-3,pullback6Missing,FALSE_REJECT_HIGH_OPPORTUNITY,0.006963454821655255,1.0,0.0,,0.006963454821655255,INCREASES,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrono-3,pullback6Missing,FALSE_ACCEPT_RISK,0.006963454821655255,1.0,0.0,,0.006963454821655255,INCREASES,80,0,80,0.0015667773348724324,0.0,0.0,0.006963454821655255,0.006963454821655255,0.0,0.006963454821655255
chrono-4,frozenSelectorRidgeScore,ALL,0.05614890537387742,23.633147217717593,57.62314702780517,,0.002375853916391762,INCREASES,800,0,800,-0.0047827586697405545,-0.019776663948884644,-0.06437202543748438,0.07514984135869406,0.10534518370634964,-0.08372065371417745,0.3776618370419335
chrono-4,frozenSelectorRidgeScore,ENTER,0.05614890537387742,23.633147217717593,57.62314702780517,,0.002375853916391762,INCREASES,556,0,556,-0.009883003415954295,-0.022066638086747442,-0.06495207796263361,0.05803050186633733,0.09764089004244585,-0.08372065371417745,0.28725679542932303
chrono-4,frozenSelectorRidgeScore,RISK_REJECT,0.05614890537387742,23.633147217717593,57.62314702780517,,0.002375853916391762,INCREASES,6,0,6,0.24010559126351633,0.21566138832238343,0.18646134630482558,0.3146362065013184,0.34614902177162593,0.18290351364280405,0.3776618370419335
