unit,fold,heldGroup,threshold,v1Enter,enter,strict,D30,precision1,precision2,precision3,precision5,failures,selection
symbol-0-fold-1,1,0,2,11,110,54,1.4618047591112124,0.48148148148148145,0.3333333333333333,0.14814814814814814,0.037037037037037035,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL,NONE
symbol-0-fold-1,1,0,5,11,112,56,1.5201956006960653,0.5178571428571429,0.35714285714285715,0.16071428571428573,0.03571428571428571,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL,NONE
symbol-0-fold-1,1,0,10,11,112,56,1.5201956006960653,0.5178571428571429,0.35714285714285715,0.16071428571428573,0.03571428571428571,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL,NONE
symbol-0-fold-2,2,0,1,20,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-0-fold-2,2,0,2,20,213,89,1.428855704505886,0.5955056179775281,0.3258426966292135,0.19101123595505617,0.07865168539325842,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-0-fold-2,2,0,5,20,219,94,1.487168635288456,0.6170212765957447,0.3617021276595745,0.22340425531914893,0.09574468085106383,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-0-fold-2,2,0,10,20,219,94,1.487168635288456,0.6170212765957447,0.3617021276595745,0.22340425531914893,0.09574468085106383,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-0-fold-3,3,0,1,57,1,1,1.3996889580093264,0.0,0.0,0.0,0.0,throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-0-fold-3,3,0,2,57,349,169,2.055034734511107,0.6449704142011834,0.3905325443786982,0.2781065088757396,0.14792899408284024,adverseMeanRatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-0-fold-3,3,0,5,57,356,177,2.03962400877753,0.6610169491525424,0.4011299435028249,0.2824858757062147,0.14689265536723164,adverseMeanRatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-0-fold-3,3,0,10,57,356,177,2.03962400877753,0.6610169491525424,0.4011299435028249,0.2824858757062147,0.14689265536723164,adverseMeanRatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-0-fold-4,4,0,1,51,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-0-fold-4,4,0,2,51,446,237,1.6168256706135966,0.6582278481012658,0.39662447257383965,0.26582278481012656,0.1308016877637131,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-0-fold-4,4,0,5,51,446,237,1.635370771893919,0.6582278481012658,0.4008438818565401,0.26582278481012656,0.1308016877637131,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-0-fold-4,4,0,10,51,446,237,1.635370771893919,0.6582278481012658,0.4008438818565401,0.26582278481012656,0.1308016877637131,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-1-fold-1,1,1,1,8,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:INCONCLUSIVE|preservation5RatioMin:INCONCLUSIVE|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-1-fold-1,1,1,2,8,101,47,1.3043098622399514,0.5319148936170213,0.3617021276595745,0.19148936170212766,0.06382978723404255,adverseES95RatioMax:FAIL|preservation3RatioMin:INCONCLUSIVE|preservation5RatioMin:INCONCLUSIVE|precision1RatioMin:FAIL|precision2RatioMin:FAIL,NONE
symbol-1-fold-1,1,1,5,8,103,48,1.33186528651976,0.5416666666666666,0.375,0.1875,0.0625,adverseES95RatioMax:FAIL|preservation3RatioMin:INCONCLUSIVE|preservation5RatioMin:INCONCLUSIVE|precision1RatioMin:FAIL|precision2RatioMin:FAIL,NONE
symbol-1-fold-1,1,1,10,8,103,48,1.33186528651976,0.5416666666666666,0.375,0.1875,0.0625,adverseES95RatioMax:FAIL|preservation3RatioMin:INCONCLUSIVE|preservation5RatioMin:INCONCLUSIVE|precision1RatioMin:FAIL|precision2RatioMin:FAIL,NONE
symbol-1-fold-2,2,1,1,15,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-1-fold-2,2,1,2,15,242,111,1.530692299620494,0.6216216216216216,0.35135135135135137,0.1891891891891892,0.07207207207207207,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-1-fold-2,2,1,5,15,244,112,1.5291091849689413,0.625,0.35714285714285715,0.1875,0.07142857142857142,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-1-fold-2,2,1,10,15,244,112,1.5291091849689413,0.625,0.35714285714285715,0.1875,0.07142857142857142,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-1-fold-3,3,1,1,51,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-1-fold-3,3,1,2,51,371,188,2.0666648426570844,0.6702127659574468,0.3882978723404255,0.25,0.11702127659574468,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-1-fold-3,3,1,5,51,377,193,2.0747884612554333,0.6787564766839378,0.38860103626943004,0.2538860103626943,0.11917098445595854,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-1-fold-3,3,1,10,51,377,193,2.0747884612554333,0.6787564766839378,0.38860103626943004,0.2538860103626943,0.11917098445595854,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-1-fold-4,4,1,1,35,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-1-fold-4,4,1,2,35,412,211,1.391042802699407,0.6492890995260664,0.3981042654028436,0.26540284360189575,0.11374407582938388,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-1-fold-4,4,1,5,35,412,212,1.4046124385691803,0.6556603773584906,0.4056603773584906,0.27358490566037735,0.11320754716981132,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-1-fold-4,4,1,10,35,412,212,1.4046124385691803,0.6556603773584906,0.4056603773584906,0.27358490566037735,0.11320754716981132,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-1,1,2,1,9,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-2-fold-1,1,2,2,9,112,52,1.2793958383015085,0.5576923076923077,0.36538461538461536,0.21153846153846154,0.07692307692307693,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-1,1,2,5,9,113,52,1.3230078598515496,0.5769230769230769,0.38461538461538464,0.23076923076923078,0.07692307692307693,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-1,1,2,10,9,113,52,1.3230078598515496,0.5769230769230769,0.38461538461538464,0.23076923076923078,0.07692307692307693,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-2,2,2,1,22,1,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-2,2,2,2,22,235,104,1.4407015613399072,0.6346153846153846,0.34615384615384615,0.21153846153846154,0.10576923076923077,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-2,2,2,5,22,237,106,1.4262862814905373,0.6415094339622641,0.3584905660377358,0.2169811320754717,0.11320754716981132,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-2,2,2,10,22,237,106,1.4262862814905373,0.6415094339622641,0.3584905660377358,0.2169811320754717,0.11320754716981132,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-3,3,2,1,51,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-2-fold-3,3,2,2,51,364,171,1.8811300103603756,0.672514619883041,0.38596491228070173,0.25146198830409355,0.13450292397660818,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-3,3,2,5,51,369,176,1.8941509892206212,0.6818181818181818,0.39204545454545453,0.2556818181818182,0.13068181818181818,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-3,3,2,10,51,369,176,1.8941509892206212,0.6818181818181818,0.39204545454545453,0.2556818181818182,0.13068181818181818,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-4,4,2,1,57,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-2-fold-4,4,2,2,57,464,232,1.790557350054234,0.6379310344827587,0.3922413793103448,0.2672413793103448,0.10775862068965517,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-4,4,2,5,57,464,231,1.8141228536285257,0.6406926406926406,0.39826839826839827,0.2683982683982684,0.10822510822510822,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-2-fold-4,4,2,10,57,464,231,1.8141228536285257,0.6406926406926406,0.39826839826839827,0.2683982683982684,0.10822510822510822,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-1,1,3,1,11,10,7,1.6984557580698183,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-1,1,3,2,11,107,43,1.4182145047167136,0.5116279069767442,0.3953488372093023,0.2558139534883721,0.09302325581395349,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-1,1,3,5,11,109,45,1.492816007773175,0.5555555555555556,0.4222222222222222,0.26666666666666666,0.08888888888888889,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL,NONE
symbol-3-fold-1,1,3,10,11,109,45,1.492816007773175,0.5555555555555556,0.4222222222222222,0.26666666666666666,0.08888888888888889,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL,NONE
symbol-3-fold-2,2,3,1,21,3,2,0.8120904936227746,0.0,0.0,0.0,0.0,throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-2,2,3,2,21,244,101,1.3491601647425546,0.6138613861386139,0.3564356435643564,0.2079207920792079,0.09900990099009901,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-2,2,3,5,21,250,106,1.4046308552366888,0.6320754716981132,0.3867924528301887,0.2358490566037736,0.11320754716981132,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-2,2,3,10,21,250,106,1.4046308552366888,0.6320754716981132,0.3867924528301887,0.2358490566037736,0.11320754716981132,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-3,3,3,1,48,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-3-fold-3,3,3,2,48,346,158,1.7413868058665367,0.7278481012658228,0.4240506329113924,0.3037974683544304,0.17088607594936708,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-3,3,3,5,48,351,162,1.7261719313952222,0.7345679012345679,0.43209876543209874,0.30864197530864196,0.16666666666666666,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-3,3,3,10,48,351,162,1.7261719313952222,0.7345679012345679,0.43209876543209874,0.30864197530864196,0.16666666666666666,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-4,4,3,1,53,0,0,,,,,,adverseMeanRatioMax:INCONCLUSIVE|adverseES95RatioMax:INCONCLUSIVE|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:INCONCLUSIVE|precision2RatioMin:INCONCLUSIVE|absoluteStrictLabelCoverageGapMax:INCONCLUSIVE,NONE
symbol-3-fold-4,4,3,2,53,464,230,1.6681209153057361,0.6739130434782609,0.43043478260869567,0.3,0.14782608695652175,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-4,4,3,5,53,464,230,1.6840038456344628,0.6782608695652174,0.43478260869565216,0.3,0.14782608695652175,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-3-fold-4,4,3,10,53,464,230,1.6840038456344628,0.6782608695652174,0.43478260869565216,0.3,0.14782608695652175,adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-1,1,4,1,9,5,4,1.0851362902411261,0.25,0.25,0.25,0.0,throughputRatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-1,1,4,2,9,104,46,1.2937191601149753,0.5217391304347826,0.3695652173913043,0.1956521739130435,0.06521739130434782,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-1,1,4,5,9,107,47,1.3703378024162074,0.5531914893617021,0.40425531914893614,0.2127659574468085,0.06382978723404255,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-1,1,4,10,9,107,47,1.3703378024162074,0.5531914893617021,0.40425531914893614,0.2127659574468085,0.06382978723404255,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-2,2,4,1,22,6,3,0.9425972732476806,0.0,0.0,0.0,0.0,throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-2,2,4,2,22,248,105,1.404788960123074,0.6476190476190476,0.3619047619047619,0.23809523809523808,0.09523809523809523,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-2,2,4,5,22,250,106,1.4703264096241309,0.6509433962264151,0.36792452830188677,0.24528301886792453,0.10377358490566038,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-2,2,4,10,22,250,106,1.4703264096241309,0.6509433962264151,0.36792452830188677,0.24528301886792453,0.10377358490566038,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-3,3,4,1,53,5,4,1.7914386634145962,0.0,0.0,0.0,0.0,throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-3,3,4,2,53,357,175,1.9309713565170918,0.6857142857142857,0.41714285714285715,0.3028571428571429,0.1657142857142857,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-3,3,4,5,53,363,180,1.9311165181317518,0.6944444444444444,0.4166666666666667,0.3,0.16111111111111112,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-3,3,4,10,53,363,180,1.9311165181317518,0.6944444444444444,0.4166666666666667,0.3,0.16111111111111112,precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-4,4,4,1,56,1,1,12.857142857142856,1.0,1.0,1.0,1.0,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|throughputRatioMin:FAIL|preservation3RatioMin:FAIL|preservation5RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-4,4,4,2,56,438,224,1.6014892554370062,0.6696428571428571,0.42410714285714285,0.3080357142857143,0.15178571428571427,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-4,4,4,5,56,438,222,1.6198598622329672,0.6711711711711712,0.42792792792792794,0.3063063063063063,0.15315315315315314,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
symbol-4-fold-4,4,4,10,56,438,222,1.6198598622329672,0.6711711711711712,0.42792792792792794,0.3063063063063063,0.15315315315315314,adverseMeanRatioMax:FAIL|adverseES95RatioMax:FAIL|precision1RatioMin:FAIL|precision2RatioMin:FAIL|absoluteStrictLabelCoverageGapMax:FAIL,NONE
