arm,selectorEventId,sessionDate,symbol,decisionTimestamp,decisionPrice,decisionPriceAvailableAtJst,referenceAgeMin,savedV1Score,oldEligibleRank,newEligibleRank,priceGateStatus
old,2024-09-17|2024-09-17T13:30:00+09:00|50250,2024-09-17,50250,2024-09-17T13:30:00+09:00,902.0,2024-09-17T13:30:00+09:00,0,42.42797567601626,5,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:00:00+09:00|50250,2024-09-17,50250,2024-09-17T14:00:00+09:00,874.0,2024-09-17T14:00:00+09:00,0,60.95770672767026,1,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:00:00+09:00|67400,2024-09-17,67400,2024-09-17T14:00:00+09:00,21.0,2024-09-17T13:57:00+09:00,3,54.358158246468975,2,,INELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:00:00+09:00|56160,2024-09-17,56160,2024-09-17T14:00:00+09:00,1045.0,2024-09-17T14:00:00+09:00,0,39.79434863575349,3,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:00:00+09:00|49370,2024-09-17,49370,2024-09-17T14:00:00+09:00,1470.0,2024-09-17T14:00:00+09:00,0,38.049023001402055,4,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:00:00+09:00|44870,2024-09-17,44870,2024-09-17T14:00:00+09:00,414.0,2024-09-17T14:00:00+09:00,0,34.674328903554844,5,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:30:00+09:00|49370,2024-09-17,49370,2024-09-17T14:30:00+09:00,1368.0,2024-09-17T14:30:00+09:00,0,73.35318410869145,1,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:30:00+09:00|38230,2024-09-17,38230,2024-09-17T14:30:00+09:00,28.0,2024-09-17T14:30:00+09:00,0,41.15066721782392,2,,INELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:30:00+09:00|58580,2024-09-17,58580,2024-09-17T14:30:00+09:00,1779.0,2024-09-17T14:29:00+09:00,1,38.05164727276663,3,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:30:00+09:00|40550,2024-09-17,40550,2024-09-17T14:30:00+09:00,1643.0,2024-09-17T14:30:00+09:00,0,36.99203386092371,4,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T14:30:00+09:00|38950,2024-09-17,38950,2024-09-17T14:30:00+09:00,533.0,2024-09-17T14:25:00+09:00,5,35.011100362490104,5,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T15:00:00+09:00|89180,2024-09-17,89180,2024-09-17T15:00:00+09:00,7.0,2024-09-17T15:00:00+09:00,0,114.24255833587678,1,,INELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T15:00:00+09:00|70730,2024-09-17,70730,2024-09-17T15:00:00+09:00,2440.0,2024-09-17T15:00:00+09:00,0,99.43410401636822,2,,ELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T15:00:00+09:00|88360,2024-09-17,88360,2024-09-17T15:00:00+09:00,21.0,2024-09-17T15:00:00+09:00,0,56.1897704991467,3,,INELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T15:00:00+09:00|67400,2024-09-17,67400,2024-09-17T15:00:00+09:00,21.0,2024-09-17T15:00:00+09:00,0,56.1340202708861,4,,INELIGIBLE_MIN_PRICE
old,2024-09-17|2024-09-17T15:00:00+09:00|74610,2024-09-17,74610,2024-09-17T15:00:00+09:00,491.0,2024-09-17T15:00:00+09:00,0,55.89012728758934,5,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T09:30:00+09:00|70370,2024-09-18,70370,2024-09-18T09:30:00+09:00,527.0,2024-09-18T09:30:00+09:00,0,89.78624650371522,1,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T09:30:00+09:00|48830,2024-09-18,48830,2024-09-18T09:30:00+09:00,130.0,2024-09-18T09:30:00+09:00,0,80.57217747086246,2,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T09:30:00+09:00|99730,2024-09-18,99730,2024-09-18T09:30:00+09:00,18.0,2024-09-18T09:30:00+09:00,0,72.18355184666356,3,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T09:30:00+09:00|55800,2024-09-18,55800,2024-09-18T09:30:00+09:00,1176.0,2024-09-18T09:30:00+09:00,0,69.86407986624387,4,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T09:30:00+09:00|46640,2024-09-18,46640,2024-09-18T09:30:00+09:00,513.0,2024-09-18T09:29:00+09:00,1,59.85757789829175,5,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:00:00+09:00|56100,2024-09-18,56100,2024-09-18T10:00:00+09:00,1490.0,2024-09-18T10:00:00+09:00,0,85.32784933730873,1,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:00:00+09:00|93450,2024-09-18,93450,2024-09-18T10:00:00+09:00,1589.0,2024-09-18T09:59:00+09:00,1,80.58788333304294,2,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:00:00+09:00|81070,2024-09-18,81070,2024-09-18T10:00:00+09:00,17.0,2024-09-18T09:59:00+09:00,1,75.22674895903985,3,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:00:00+09:00|70730,2024-09-18,70730,2024-09-18T10:00:00+09:00,2287.0,2024-09-18T10:00:00+09:00,0,65.31706644122619,4,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:00:00+09:00|68360,2024-09-18,68360,2024-09-18T10:00:00+09:00,3220.0,2024-09-18T10:00:00+09:00,0,62.17617013806294,5,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:30:00+09:00|48830,2024-09-18,48830,2024-09-18T10:30:00+09:00,120.0,2024-09-18T10:30:00+09:00,0,62.60329080481866,1,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:30:00+09:00|70370,2024-09-18,70370,2024-09-18T10:30:00+09:00,530.0,2024-09-18T10:30:00+09:00,0,61.64108911787733,2,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:30:00+09:00|44870,2024-09-18,44870,2024-09-18T10:30:00+09:00,401.0,2024-09-18T10:30:00+09:00,0,51.78371488892228,3,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:30:00+09:00|37780,2024-09-18,37780,2024-09-18T10:30:00+09:00,4060.0,2024-09-18T10:30:00+09:00,0,48.22625950410584,4,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T10:30:00+09:00|56100,2024-09-18,56100,2024-09-18T10:30:00+09:00,1459.0,2024-09-18T10:30:00+09:00,0,44.78113908354113,5,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:00:00+09:00|89180,2024-09-18,89180,2024-09-18T11:00:00+09:00,7.0,2024-09-18T11:00:00+09:00,0,114.6634961203963,1,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:00:00+09:00|52560,2024-09-18,52560,2024-09-18T11:00:00+09:00,3075.0,2024-09-18T11:00:00+09:00,0,51.6663262568285,2,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:00:00+09:00|37530,2024-09-18,37530,2024-09-18T11:00:00+09:00,263.0,2024-09-18T11:00:00+09:00,0,51.58234250257315,3,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:00:00+09:00|70370,2024-09-18,70370,2024-09-18T11:00:00+09:00,512.0,2024-09-18T11:00:00+09:00,0,48.94944301176625,4,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:00:00+09:00|38040,2024-09-18,38040,2024-09-18T11:00:00+09:00,1452.0,2024-09-18T10:58:00+09:00,2,43.20441401331837,5,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:30:00+09:00|48830,2024-09-18,48830,2024-09-18T11:30:00+09:00,114.0,2024-09-18T11:30:00+09:00,0,71.97360749317662,1,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:30:00+09:00|149A0,2024-09-18,149A0,2024-09-18T11:30:00+09:00,915.0,2024-09-18T11:30:00+09:00,0,64.53252787032703,2,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:30:00+09:00|45940,2024-09-18,45940,2024-09-18T11:30:00+09:00,49.0,2024-09-18T11:30:00+09:00,0,46.9259333369185,3,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:30:00+09:00|37600,2024-09-18,37600,2024-09-18T11:30:00+09:00,1112.0,2024-09-18T11:30:00+09:00,0,46.90774897730664,4,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T11:30:00+09:00|70730,2024-09-18,70730,2024-09-18T11:30:00+09:00,2256.0,2024-09-18T11:30:00+09:00,0,46.33790137444508,5,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:00:00+09:00|37600,2024-09-18,37600,2024-09-18T13:00:00+09:00,1061.0,2024-09-18T13:00:00+09:00,0,68.86772423045612,1,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:00:00+09:00|21340,2024-09-18,21340,2024-09-18T13:00:00+09:00,18.0,2024-09-18T12:55:00+09:00,5,66.29778695266397,2,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:00:00+09:00|32670,2024-09-18,32670,2024-09-18T13:00:00+09:00,550.0,2024-09-18T13:00:00+09:00,0,66.23786017400936,3,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:00:00+09:00|68360,2024-09-18,68360,2024-09-18T13:00:00+09:00,2870.0,2024-09-18T13:00:00+09:00,0,63.72182294878976,4,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:00:00+09:00|48830,2024-09-18,48830,2024-09-18T13:00:00+09:00,111.0,2024-09-18T13:00:00+09:00,0,62.56107535037667,5,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:30:00+09:00|87460,2024-09-18,87460,2024-09-18T13:30:00+09:00,122.0,2024-09-18T13:30:00+09:00,0,80.16689956052174,1,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:30:00+09:00|94250,2024-09-18,94250,2024-09-18T13:30:00+09:00,314.0,2024-09-18T13:30:00+09:00,0,55.29460180677698,2,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:30:00+09:00|97040,2024-09-18,97040,2024-09-18T13:30:00+09:00,42.0,2024-09-18T13:27:00+09:00,3,54.048132590340295,3,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:30:00+09:00|48830,2024-09-18,48830,2024-09-18T13:30:00+09:00,110.0,2024-09-18T13:30:00+09:00,0,41.74069667421075,4,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T13:30:00+09:00|37600,2024-09-18,37600,2024-09-18T13:30:00+09:00,1038.0,2024-09-18T13:30:00+09:00,0,36.35023879739863,5,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:00:00+09:00|56100,2024-09-18,56100,2024-09-18T14:00:00+09:00,1392.0,2024-09-18T14:00:00+09:00,0,72.78090161561863,1,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:00:00+09:00|37530,2024-09-18,37530,2024-09-18T14:00:00+09:00,244.0,2024-09-18T14:00:00+09:00,0,66.37206082465819,2,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:00:00+09:00|87460,2024-09-18,87460,2024-09-18T14:00:00+09:00,116.0,2024-09-18T14:00:00+09:00,0,50.47747058598093,3,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:00:00+09:00|88940,2024-09-18,88940,2024-09-18T14:00:00+09:00,30.0,2024-09-18T13:59:00+09:00,1,46.84394745749565,4,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:00:00+09:00|94250,2024-09-18,94250,2024-09-18T14:00:00+09:00,302.0,2024-09-18T14:00:00+09:00,0,46.37625613523114,5,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:30:00+09:00|89180,2024-09-18,89180,2024-09-18T14:30:00+09:00,7.0,2024-09-18T14:29:00+09:00,1,136.80128747146557,1,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:30:00+09:00|56100,2024-09-18,56100,2024-09-18T14:30:00+09:00,1359.0,2024-09-18T14:30:00+09:00,0,58.05147977682211,2,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:30:00+09:00|73620,2024-09-18,73620,2024-09-18T14:30:00+09:00,1276.0,2024-09-18T14:30:00+09:00,0,47.21600645124954,3,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:30:00+09:00|27670,2024-09-18,27670,2024-09-18T14:30:00+09:00,2347.0,2024-09-18T14:30:00+09:00,0,39.298500289651614,4,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T14:30:00+09:00|45640,2024-09-18,45640,2024-09-18T14:30:00+09:00,36.0,2024-09-18T14:30:00+09:00,0,33.185228926201106,5,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T15:00:00+09:00|48930,2024-09-18,48930,2024-09-18T15:00:00+09:00,184.0,2024-09-18T15:00:00+09:00,0,117.23757420856856,1,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T15:00:00+09:00|45700,2024-09-18,45700,2024-09-18T15:00:00+09:00,456.0,2024-09-18T15:00:00+09:00,0,102.90332916642303,2,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T15:00:00+09:00|87460,2024-09-18,87460,2024-09-18T15:00:00+09:00,112.0,2024-09-18T15:00:00+09:00,0,56.25307303717102,3,,ELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T15:00:00+09:00|88940,2024-09-18,88940,2024-09-18T15:00:00+09:00,29.0,2024-09-18T15:00:00+09:00,0,48.30958810946767,4,,INELIGIBLE_MIN_PRICE
old,2024-09-18|2024-09-18T15:00:00+09:00|67400,2024-09-18,67400,2024-09-18T15:00:00+09:00,21.0,2024-09-18T15:00:00+09:00,0,44.23106908558277,5,,INELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T09:30:00+09:00|33580,2024-09-19,33580,2024-09-19T09:30:00+09:00,598.0,2024-09-19T09:30:00+09:00,0,131.85258988493896,1,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T09:30:00+09:00|31530,2024-09-19,31530,2024-09-19T09:30:00+09:00,1785.0,2024-09-19T09:30:00+09:00,0,62.8789350213756,2,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T09:30:00+09:00|68360,2024-09-19,68360,2024-09-19T09:30:00+09:00,2963.0,2024-09-19T09:30:00+09:00,0,58.56533341078352,3,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T09:30:00+09:00|70370,2024-09-19,70370,2024-09-19T09:30:00+09:00,510.0,2024-09-19T09:30:00+09:00,0,48.49695014711276,4,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T09:30:00+09:00|52180,2024-09-19,52180,2024-09-19T09:30:00+09:00,1341.0,2024-09-19T09:27:00+09:00,3,42.64131723972485,5,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:00:00+09:00|88940,2024-09-19,88940,2024-09-19T10:00:00+09:00,28.0,2024-09-19T10:00:00+09:00,0,77.43843730904243,1,,INELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:00:00+09:00|56100,2024-09-19,56100,2024-09-19T10:00:00+09:00,1317.0,2024-09-19T10:00:00+09:00,0,60.56543541596631,2,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:00:00+09:00|20550,2024-09-19,20550,2024-09-19T10:00:00+09:00,323.0,2024-09-19T10:00:00+09:00,0,59.28739527575748,3,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:00:00+09:00|218A0,2024-09-19,218A0,2024-09-19T10:00:00+09:00,528.0,2024-09-19T10:00:00+09:00,0,44.8767208779112,4,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:00:00+09:00|74600,2024-09-19,74600,2024-09-19T10:00:00+09:00,1760.0,2024-09-19T09:55:00+09:00,5,44.64386153282127,5,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:30:00+09:00|89180,2024-09-19,89180,2024-09-19T10:30:00+09:00,7.0,2024-09-19T10:30:00+09:00,0,171.30606570756711,1,,INELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:30:00+09:00|57210,2024-09-19,57210,2024-09-19T10:30:00+09:00,22.0,2024-09-19T10:30:00+09:00,0,99.46445670374324,2,,INELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:30:00+09:00|73620,2024-09-19,73620,2024-09-19T10:30:00+09:00,1419.0,2024-09-19T10:30:00+09:00,0,47.38120086527184,3,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:30:00+09:00|52590,2024-09-19,52590,2024-09-19T10:30:00+09:00,756.0,2024-09-19T10:25:00+09:00,5,34.875012913067174,4,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T10:30:00+09:00|45750,2024-09-19,45750,2024-09-19T10:30:00+09:00,1328.0,2024-09-19T10:30:00+09:00,0,34.715836844295346,5,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:00:00+09:00|43870,2024-09-19,43870,2024-09-19T11:00:00+09:00,745.0,2024-09-19T10:57:00+09:00,3,48.31030325458688,1,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:00:00+09:00|45750,2024-09-19,45750,2024-09-19T11:00:00+09:00,1295.0,2024-09-19T11:00:00+09:00,0,44.86771044323758,2,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:00:00+09:00|70370,2024-09-19,70370,2024-09-19T11:00:00+09:00,503.0,2024-09-19T11:00:00+09:00,0,43.06863211893678,3,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:00:00+09:00|45930,2024-09-19,45930,2024-09-19T11:00:00+09:00,235.0,2024-09-19T11:00:00+09:00,0,40.94895684850497,4,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:00:00+09:00|63380,2024-09-19,63380,2024-09-19T11:00:00+09:00,2896.0,2024-09-19T10:56:00+09:00,4,39.50948227100929,5,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:30:00+09:00|45750,2024-09-19,45750,2024-09-19T11:30:00+09:00,1251.0,2024-09-19T11:30:00+09:00,0,50.38714947031431,1,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:30:00+09:00|70370,2024-09-19,70370,2024-09-19T11:30:00+09:00,493.0,2024-09-19T11:30:00+09:00,0,37.94033366130564,2,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:30:00+09:00|33000,2024-09-19,33000,2024-09-19T11:30:00+09:00,1834.0,2024-09-19T11:26:00+09:00,4,34.188302519542106,3,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:30:00+09:00|50260,2024-09-19,50260,2024-09-19T11:30:00+09:00,1750.0,2024-09-19T11:29:00+09:00,1,32.3736092598933,4,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T11:30:00+09:00|72840,2024-09-19,72840,2024-09-19T11:30:00+09:00,1111.0,2024-09-19T11:26:00+09:00,4,32.022551048004,5,,ELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T13:00:00+09:00|81070,2024-09-19,81070,2024-09-19T13:00:00+09:00,17.0,2024-09-19T13:00:00+09:00,0,72.9578727694386,1,,INELIGIBLE_MIN_PRICE
old,2024-09-19|2024-09-19T13:00:00+09:00|68360,2024-09-19,68360,2024-09-19T13:00:00+09:00,2940.0,2024-09-19T13:00:00+09:00,0,46.27032924190032,2,,ELIGIBLE_MIN_PRICE
