observedAt,row,date,time,open,high,low,close,volume
2026-09-15 11:09:07.293,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:07.330,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:07.364,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:07.400,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:07.808,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:07.842,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:07.874,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:07.904,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:07.936,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:07.968,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:07.998,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:08.030,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:08.417,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:08.445,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:08.475,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:08.505,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:08.533,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:08.681,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:08.710,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:08.741,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:09.133,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:09.160,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:09.187,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:09.214,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:09.243,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:09.271,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:09.299,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:09.327,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:09.712,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:09.739,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:09.766,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:09.795,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:09.825,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:09.853,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:09.883,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:09.913,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:10.305,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:10.331,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:10.359,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:10.386,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:10.526,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:10.552,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:10.583,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:10.614,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:11.013,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:11.046,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:11.084,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:11.115,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:11.146,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:11.178,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:11.209,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:11.240,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:11.628,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:11.656,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:11.684,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:11.714,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:11.743,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:11.773,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:11.801,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:11.833,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:12.224,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:12.257,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:12.295,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:12.328,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:12.476,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:12.517,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:12.560,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:12.596,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:13.032,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:13.068,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:13.102,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:13.134,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:13.166,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:13.200,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:13.232,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:13.267,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:13.675,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:13.716,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:13.746,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:13.776,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:13.807,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:13.836,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:13.868,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:13.901,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:14.386,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:14.421,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:14.454,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:14.486,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:14.685,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:14.724,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:14.767,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:14.806,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:15.270,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:15.307,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:15.343,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:15.384,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:15.420,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:15.457,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:15.492,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:15.525,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:15.940,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:15.969,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:16.001,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:16.107,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:16.152,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:16.188,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:16.224,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:16.260,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:16.757,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:16.789,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:16.819,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:16.849,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:16.880,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:16.911,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:16.943,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:16.974,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:17.366,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:17.394,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:17.420,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:17.449,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:17.480,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:17.509,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:17.537,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:17.568,122,2026/09/15,11:05,3020,3022,3019,3020,190200
2026-09-15 11:09:17.949,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:17.978,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:18.009,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:18.037,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:18.066,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:18.095,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:18.125,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:18.155,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:18.664,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:18.692,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:18.719,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:18.747,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:18.777,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:18.804,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:18.833,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:18.861,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:19.245,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:19.273,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:19.301,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:19.330,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:19.358,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:19.385,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:19.414,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:19.443,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:19.820,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:19.845,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:19.874,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:19.900,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:19.928,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:19.957,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:19.985,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:20.013,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:20.523,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:20.552,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:20.583,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:20.613,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:20.644,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:20.675,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:20.704,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:20.734,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:21.115,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:21.145,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:21.174,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:21.203,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:21.232,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:21.262,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:21.292,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:21.321,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:21.711,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:21.740,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:21.766,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:21.800,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:21.833,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:21.861,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:21.890,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:21.924,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:22.480,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:22.512,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:22.542,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:22.577,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:22.608,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:22.636,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:22.674,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:22.707,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:23.103,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:23.137,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:23.170,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:23.204,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:23.236,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:23.269,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:23.301,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:23.333,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:23.731,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:23.761,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:23.791,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:23.822,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:23.852,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:23.884,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:23.914,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:23.945,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:24.467,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:24.500,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:24.531,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:24.562,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:24.594,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:24.621,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:24.651,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:24.684,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:25.072,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:25.103,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:25.135,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:25.167,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:25.200,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:25.233,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:25.266,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:25.301,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:25.698,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:25.728,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:25.757,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:25.788,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:25.819,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:25.850,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:25.881,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:25.912,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:26.463,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:26.496,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:26.529,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:26.563,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:26.593,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:26.625,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:26.658,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:26.688,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:27.083,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:27.112,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:27.143,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:27.175,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:27.210,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:27.243,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:27.273,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:27.309,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:27.768,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:27.797,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:27.826,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:27.863,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:27.895,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:27.925,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:27.955,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:27.986,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:28.505,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:28.534,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:28.569,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:28.600,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:28.632,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:28.668,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:28.705,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:28.734,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:29.127,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:29.155,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:29.183,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:29.245,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:29.274,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:29.360,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:29.412,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:29.450,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:29.866,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:29.897,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:29.928,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:29.959,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:29.990,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:30.022,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:30.054,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:30.088,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:30.617,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:30.646,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:30.679,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:30.722,118,2026/09/15,10:45,3029,3030,3026,3029,126100
2026-09-15 11:09:30.764,119,2026/09/15,10:50,3029,3029,3026,3027,98900
2026-09-15 11:09:30.806,120,2026/09/15,10:55,3027,3027,3020,3022,174700
2026-09-15 11:09:30.852,121,2026/09/15,11:00,3022,3022,3019,3020,128100
2026-09-15 11:09:30.893,122,2026/09/15,11:05,3020,3022,3019,3020,190800
2026-09-15 11:09:31.303,115,2026/09/15,10:30,3029,3032,3027,3029,170400
2026-09-15 11:09:31.333,116,2026/09/15,10:35,3029,3030,3028,3030,126300
2026-09-15 11:09:31.367,117,2026/09/15,10:40,3030,3030,3027,3029,120400
2026-09-15 11:09:31.399,118,2026/09/15,10:45,3029,3030,3026,3029,126100
