lane,trait,tier,status,pairedSymbols,raw,incremental,CI_low,CI_high,q,calibration,tailRaw,tailIncremental,failedGates,diagnosticCategories
daily,inside,daily,USABLE,3764,0.7670857901043505,0.528090388810968,0.36807873212819436,0.4291868825521724,0.004856952761144378,0.6799090122279242,0.7664425161126814,0.5254159397989123,,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,outside,daily,WATCH,3764,0.4536858501829246,0.3252143760341211,0.19188573798727035,0.2613879540717672,0.004856952761144378,0.4622309894966749,0.4524160386173096,0.3264653557784373,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,trend_day,daily,WATCH,3764,0.7081384888562638,0.37375389873196946,0.25135307511391486,0.3115310296547822,0.004856952761144378,0.41186138631033653,0.707293180334948,0.3750258191579014,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,range_s,daily,WATCH,3764,0.616989789382916,0.42616160765757066,0.15195145412909758,0.25824478485436614,0.004856952761144378,0.33937966863115376,0.6107529465114102,0.4184262781969316,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,true_range_s,daily,WATCH,3764,0.19450803345868575,0.13235125124218072,-0.03565176470742841,0.09748725099387819,0.29141716566866266,0.12717999766996124,0.19642147741194962,0.14344330857602935,raw|incremental|CI|calibration|timeRandom|tail|FDR,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:INDICATION|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:CONFIRMED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,range_exp,daily,WATCH,3764,0.7711792986501436,0.33376427390934066,0.13234564297889898,0.24969962609129082,0.004856952761144378,0.31881425031189925,0.7693685366485312,0.3377773536140306,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,range_con,daily,WATCH,3764,0.7328421203371974,0.4476822677775052,0.2788270097974111,0.36496983237484937,0.004856952761144378,0.48021096821464143,0.7328212608747297,0.4458585969914562,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,gap_s,daily,WATCH,3764,0.22237261140575554,0.16370776250099583,0.07248950358150767,0.15465889242183364,0.004856952761144378,0.16038117491580323,0.23412652335349385,0.1783733898287161,raw|calibration|timeRandom|tail,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:INDICATION|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,gap_up,daily,WATCH,3764,0.594496422754549,0.4403638905352562,0.2928841967255153,0.3817641624945362,0.004856952761144378,0.4536507754291901,0.5942570756017617,0.4358970567577093,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,gap_dn,daily,WATCH,3764,0.5453672746006214,0.45318098982019794,0.29493641033568396,0.40030464209798233,0.004856952761144378,0.4757874741578508,0.5455581758079902,0.4598086319544556,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,gap_fill,daily,USABLE,3738,0.633003155410335,0.40676858371407093,0.25492819257757243,0.32174966105393865,0.004856952761144378,0.6360373048374222,0.6345535622698236,0.40283518351271125,,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,gap_cont,daily,USABLE,3738,0.5452100984250261,0.3382819862331194,0.1859150974796435,0.2683353319936929,0.004856952761144378,0.5521849761994702,0.54213814238465,0.33062008610552074,,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,gap_rev,daily,WATCH,3738,0.31496349293195613,0.14390788146870104,0.056311896376304835,0.11428854669501441,0.004856952761144378,0.23402750055894317,0.3079998174963453,0.14375605739163785,incremental|calibration|tail,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:CONFIRMED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:INDICATION|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,overnight_s,daily,WATCH,3764,0.22822762724564657,0.16551076308651425,0.07343173862384825,0.15694557042291044,0.004856952761144378,0.1649418240301931,0.2396867868188577,0.17962190981534373,raw|calibration|timeRandom|tail,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:INDICATION|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,intraday_s,daily,WATCH,3764,0.1674424082565598,0.13011265324546648,0.03447059732382392,0.13530775007079227,0.004856952761144378,0.12468587407589776,0.16618122133918037,0.1459872205360653,raw|incremental|calibration|timeRandom|tail,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:INDICATION|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:CONFIRMED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,overnight_var_share,daily,WATCH,3757,0.6698959923318262,0.44078098081024125,0.29813943373671925,0.36322486751485156,0.004856952761144378,0.3951757638003565,0.6679364528475754,0.4405553777382542,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,trading_value,daily,WATCH,3764,0.9357939023151463,0.5421943140098604,-0.03984241319115189,0.14588296379306998,0.31790963527490473,0.24963240512420662,0.9359146930470664,0.5415817785389918,CI|calibration|FDR,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,amihud,daily,USABLE,3764,0.9160693223353954,0.6254848189773777,0.5184244877392876,0.5734417079839557,0.004856952761144378,0.7758900382572904,0.9163648735517298,0.6224098657872293,,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,value_rvol,daily,WATCH,3764,0.16525363008540767,0.08876761080095916,-0.04388035469246816,0.11472728781720007,0.4842667605964542,0.0579972607606843,0.16111523347862575,0.0912939207880818,raw|incremental|CI|calibration|tail|FDR,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:INDICATION|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:CONFIRMED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,value_shock,daily,WATCH,3764,0.8616361046218218,0.4134367633500668,0.18795478428906748,0.31597871350089113,0.004856952761144378,0.47168024692668303,0.8588461474588647,0.4058252080142155,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,jump,daily,WATCH,3764,0.37498417855727334,0.19601667591498578,0.075275936319585,0.1611844356029558,0.004856952761144378,0.24407614556750884,0.3752676536266103,0.1971032825936658,calibration,RELIABLE_PARTIAL_GATE_FAILURE:CONFIRMED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,continuation_1,daily,WATCH,3761,0.14654959656432012,0.13323530784525384,0.0401256829887051,0.11630953939524405,0.004856952761144378,0.13639190696439477,0.1597363464492302,0.13175558781913776,raw|incremental|calibration|tail,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:INDICATION|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:CONFIRMED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,continuation_3,daily,WATCH,3755,0.09489492236487704,0.08518635606436038,0.014059501643344798,0.08456990649743654,0.004856952761144378,0.07819973485684543,0.08907096106231861,0.09354867517340273,raw|incremental|calibration|tail,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:NOT_ESTABLISHED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:INDICATION|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:CONFIRMED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
daily,vol_clustering,daily,WATCH,3759,0.3178140770327812,0.12949614594082937,0.03197241793565654,0.22748833667812288,0.02350138432811796,0.07761056418690498,0.33428263804566766,0.18644771260828435,incremental|calibration|timeRandom,RELIABLE_PARTIAL_GATE_FAILURE:NOT_ESTABLISHED|PEER_ADJUSTMENT_LOSS:CONFIRMED|STRATUM_LOCAL_SIGNAL:NOT_ESTABLISHED|RECENT_ONLY_RELIABILITY:UNKNOWN|PEER_CLUSTER_RELIABILITY:UNKNOWN|SAMPLE_INSUFFICIENT:NOT_ESTABLISHED|TAIL_SESSION_SENSITIVITY:NOT_ESTABLISHED|DEFINITION_INSTABILITY:NOT_ESTABLISHED|NO_RELIABILITY_DEMONSTRATED:NOT_ESTABLISHED|REDUNDANT_RELIABLE_TRAIT:NOT_ESTABLISHED
